flexion_mean,valgus_mean,internal_mean,medial_mean,posterior_mean,superior_mean,flexion_std,valgus_std,internal_std,medial_std,posterior_std,superior_std
0.284682190734095,-0.406918291650169,-4.17693881987328,-3.96369553641593,3.18563674709651,-0.279891861168252,0,0,0,0,0,0
-0.704968433649639,-0.339842059019346,-4.15501771787849,-3.92582388467565,3.24722719838666,-0.348944777013532,0,0,0,0,0,0
-1.69088273718848,-0.287996359010284,-4.09084867087225,-3.90260784234613,3.35275580758453,-0.462851440477068,0,0,0,0,0,0
-2.67709287310094,-0.238891348837711,-4.03104042183688,-3.87494456474975,3.47521815175067,-0.571827150876536,0,0,0,0,0,0
-3.6632836777325,-0.187267624660642,-3.98469122291191,-3.88580266799048,3.60292405226084,-0.679354649371096,0,0,0,0,0,0
-4.65087340938248,-0.120676977315608,-3.98862285941303,-3.9185513762821,3.67786426100478,-0.786330196503091,0,0,0,0,0,0
-5.63878848173101,-0.0471961258879463,-4.00759226359929,-3.96035987092163,3.757394829273,-0.881236626882293,0,0,0,0,0,0
-6.62654433429137,0.0413527999424459,-4.07580060422313,-4.02114588481673,3.7799579911038,-0.974515848653477,0,0,0,0,0,0
-7.61420719568879,0.136680463312931,-4.16640542199721,-4.09064556170307,3.79001102710549,-1.05886240302536,0,0,0,0,0,0
-8.59987762881665,0.237400027051653,-4.26985928365234,-4.16671909264702,3.74737724964525,-1.16037808061713,0,0,0,0,0,0
-9.58663068526981,0.34352813803176,-4.36407093849873,-4.22953764678281,3.70198749077067,-1.23908376972009,0,0,0,0,0,0
-10.5713755736337,0.456434032028328,-4.46015283205035,-4.29638635488475,3.65093204523369,-1.32041818079566,0,0,0,0,0,0
-11.5553347538321,0.570806377412229,-4.55231277656003,-4.3422975868753,3.59709984772791,-1.38038344856966,0,0,0,0,0,0
-12.5413044600848,0.696650686224631,-4.64902694605963,-4.39698233406445,3.55989319776754,-1.43022244088356,0,0,0,0,0,0
-13.523874861058,0.833702532562471,-4.75738797094523,-4.44233628745419,3.50262152615804,-1.45826551806096,0,0,0,0,0,0
-14.5067582691973,0.963259833937816,-4.84667640252865,-4.48582594434498,3.44084322459356,-1.50272480844395,0,0,0,0,0,0
-15.4852097568916,1.09288237946334,-4.9405261428895,-4.5410821331416,3.36917493105615,-1.56604384477192,0,0,0,0,0,0
-16.4628799584014,1.22941978210716,-5.0277463640253,-4.58862360935132,3.28290595610306,-1.61987395673146,0,0,0,0,0,0
-17.4392770155003,1.36545039540353,-5.08644922175474,-4.62863715037519,3.20242172630848,-1.67024565818203,0,0,0,0,0,0
-18.4131940968743,1.49674429364627,-5.12375196500027,-4.63884061109584,3.11808638692517,-1.69567852835561,0,0,0,0,0,0
