flexion_mean,valgus_mean,internal_mean,medial_mean,posterior_mean,superior_mean,flexion_std,valgus_std,internal_std,medial_std,posterior_std,superior_std
0.481027279079144,0.353546442968171,13.2225171435515,8.77386621787895,-13.6133660047397,3.03791699811993,0,0,0,0,0,0
-0.487645031663776,0.13254104726577,13.571655362771,9.01677846393504,-14.0178304591375,3.50686349233244,0,0,0,0,0,0
-1.45710759289371,-0.178593463790927,13.8627706684512,9.11289137331897,-14.5714254506974,4.01986347175973,0,0,0,0,0,0
-2.42687929941944,-0.533108257596065,14.1943888912654,9.18843182079765,-15.1422501410401,4.57439858213561,0,0,0,0,0,0
-3.3997297114697,-0.93688458565682,14.4987687871453,9.20249901942822,-15.7222782375335,5.13510282237732,0,0,0,0,0,0
-4.36503562750202,-1.3637686276931,14.7432659907784,9.21468483855927,-16.2504423156364,5.70914773474672,0,0,0,0,0,0
-5.33686456330722,-1.79787660908591,14.9160744765039,9.18301624181793,-16.7490773517386,6.3185232975418,0,0,0,0,0,0
-6.30655615858111,-2.2342723173926,15.0643194453658,9.12253561521889,-17.1947530173578,6.93704894830297,0,0,0,0,0,0
-7.28030306881633,-2.66764859624335,15.1646332573309,9.01367427110537,-17.645262232458,7.55328868864149,0,0,0,0,0,0
-8.25348630074488,-3.08012469516492,15.2263963419629,8.92417246892282,-17.9488598451552,8.20065133263036,0,0,0,0,0,0
-9.22847088562416,-3.49451811710303,15.2443154217549,8.7927160081387,-18.2668787909906,8.80508256331964,0,0,0,0,0,0
-10.2055356078719,-3.9036141933173,15.2346490570363,8.65790104405016,-18.5279104289376,9.41245524019235,0,0,0,0,0,0
-11.180810157372,-4.31426904968279,15.1968915504699,8.53571841074612,-18.7724201709771,10.0279385683242,0,0,0,0,0,0
-12.1565005504744,-4.71774204952636,15.1652021413866,8.40220690648785,-18.9950283807701,10.6385274446866,0,0,0,0,0,0
-13.133094958266,-5.12512235123149,15.1118527538541,8.27852861110681,-19.1377915724953,11.2458691717021,0,0,0,0,0,0
-14.1087581430244,-5.52016095546141,15.0493765089653,8.16760582761377,-19.3063202922513,11.8576238775415,0,0,0,0,0,0
-15.0839438120959,-5.91537080411482,14.9863133575119,8.04658262037202,-19.420259714217,12.4702625678577,0,0,0,0,0,0
-16.0621136094472,-6.29863934273605,14.9125653026674,7.96760625154315,-19.5432577447224,13.1252352470675,0,0,0,0,0,0
-17.0349666191402,-6.67884785931992,14.8374314089555,7.88128997523554,-19.6062695646624,13.7533733822448,0,0,0,0,0,0
-18.0091094475244,-7.04242711222358,14.7504764429792,7.81061299915354,-19.6584366474618,14.3867718012369,0,0,0,0,0,0
-18.9825261181813,-7.40545592885916,14.6635454019087,7.75164148168648,-19.6713296198988,15.0321777817924,0,0,0,0,0,0
-19.9547865100943,-7.74419719574431,14.5541643005358,7.67125284544283,-19.6793929149365,15.68726243869,0,0,0,0,0,0
-20.9256553038126,-8.08348216577367,14.4436699351725,7.62795811609866,-19.6790190469211,16.3312358886964,0,0,0,0,0,0
-21.8953578944835,-8.4074972604367,14.3120276939652,7.57186449470411,-19.6380468697298,16.9428878396217,0,0,0,0,0,0
-22.864107070055,-8.70758136475185,14.1641172080517,7.5261237821934,-19.6364401230462,17.6062039735051,0,0,0,0,0,0
-23.8333603678312,-9.01907145961356,14.0356292126846,7.47954606916139,-19.5202301692882,18.2445609671452,0,0,0,0,0,0
-24.7991584868627,-9.33836737838037,13.9110038054775,7.44633843843536,-19.4188642962054,18.9125277557916,0,0,0,0,0,0
-25.7645261873295,-9.65543746177359,13.7783757622888,7.40704050039511,-19.268374225002,19.5623805119457,0,0,0,0,0,0
-26.7258809035081,-9.97107945958483,13.6413252731414,7.3687683969756,-19.1078830173944,20.2185054727678,0,0,0,0,0,0
-27.6856120720139,-10.2836982160102,13.4894790537421,7.31463933184073,-18.8942509709362,20.8319438096447,0,0,0,0,0,0
-28.6383690226299,-10.6030551056119,13.3426605312751,7.29654535585654,-18.6768974049955,21.4468006858365,0,0,0,0,0,0
