flexion_mean,valgus_mean,internal_mean,medial_mean,posterior_mean,superior_mean,flexion_std,valgus_std,internal_std,medial_std,posterior_std,superior_std
0.331677976145763,-0.12598016411531,9.75867495793688,5.23763638395273,-8.92129903196733,1.65717807688169,0,0,0,0,0,0
-0.660381403610334,-0.293031950191358,10.1349967861218,5.44346092678103,-9.0214110162693,1.92883843685346,0,0,0,0,0,0
-1.65466554837821,-0.579054881688398,10.5353890812171,5.59140981895356,-9.22434448133611,2.19653869391624,0,0,0,0,0,0
-2.64730311592764,-0.914536707098663,11.1011370310632,5.81375429053408,-9.50466365332341,2.49904691684111,0,0,0,0,0,0
-3.64194779808087,-1.26554649922055,11.7190946530136,6.04790561751417,-9.822948922511,2.82464612794647,0,0,0,0,0,0
-4.64036833188116,-1.63353324825896,12.3755028052628,6.29834407080806,-10.1169695091138,3.17245820735175,0,0,0,0,0,0
-5.63395190344212,-1.99945003139145,12.989846574772,6.53790976093557,-10.4481918536873,3.5498529506752,0,0,0,0,0,0
-6.62763973282049,-2.39717558663916,13.6112464400564,6.78078337743096,-10.744245668588,3.93150542712431,0,0,0,0,0,0
-7.62253195966982,-2.81079327933975,14.184695527536,7.01505203900116,-11.0237090214341,4.31293059228607,0,0,0,0,0,0
-8.6146891271618,-3.24185970389042,14.7021752874214,7.21161080206607,-11.2819327320818,4.68352782284879,0,0,0,0,0,0
-9.60528004535752,-3.69695652368426,15.1821751711018,7.39079756687772,-11.5397608689033,5.04733139197282,0,0,0,0,0,0
-10.5946765048223,-4.17163932820094,15.634284656968,7.5742440913773,-11.7361954656493,5.39971880985199,0,0,0,0,0,0
-11.5820175148113,-4.65150865526505,16.0278754894252,7.71804702333533,-11.9067800713705,5.75984961093165,0,0,0,0,0,0
-12.5670927949776,-5.15273965484431,16.39618404883,7.88940729188468,-12.0204236228272,6.1358011351381,0,0,0,0,0,0
-13.5541602870637,-5.67258325158933,16.7390057720454,8.04206952451134,-12.0964511449649,6.49632077071197,0,0,0,0,0,0
-14.5344646852241,-6.1916731206577,17.0338655126269,8.16812908844848,-12.1770689803618,6.84860716928944,0,0,0,0,0,0
-15.5153707801403,-6.72719394036076,17.3082743470583,8.31685510804101,-12.2053151800442,7.19669566717978,0,0,0,0,0,0
-16.4930274331468,-7.27544833475712,17.5602279909555,8.43511794385691,-12.2165891725745,7.54949991655247,0,0,0,0,0,0
-17.4691721141828,-7.83238259005855,17.7951935210969,8.55135723509684,-12.1740158054247,7.87483024590218,0,0,0,0,0,0
-18.4447274570389,-8.36358642788963,17.9599471852376,8.66003023399057,-12.1298345538232,8.19877031173587,0,0,0,0,0,0
-19.4206543111536,-8.91296939351734,18.1201601436621,8.77885656574609,-12.0402820094296,8.46220190585297,0,0,0,0,0,0
-20.3912555291332,-9.45920605906966,18.2400392334982,8.88761083085589,-11.9590430101559,8.73874066452528,0,0,0,0,0,0
-21.3589424468624,-10.0346523794891,18.3695937949211,9.00396093428797,-11.853050130568,8.99199702929308,0,0,0,0,0,0
-22.3241301056119,-10.6154132062391,18.4936869045197,9.11805482557312,-11.7370563386724,9.24818285756385,0,0,0,0,0,0
-23.2906626145452,-11.1989867123912,18.5987610308039,9.23174538482524,-11.6098316350543,9.49725061113802,0,0,0,0,0,0
-24.2563323002509,-11.7751307827734,18.6663500146706,9.3330956879277,-11.4741447171114,9.72802927596808,0,0,0,0,0,0
-25.2222552997932,-12.3425427426262,18.6989217082789,9.43547100027123,-11.3537115785664,9.95120782531333,0,0,0,0,0,0
-26.1791906181767,-12.9340949983662,18.741344643,9.55149779352658,-11.1666214445383,10.1454117297245,0,0,0,0,0,0
-27.1344540058357,-13.516615472627,18.7554427862521,9.64896846486019,-10.9749652520659,10.3329907685289,0,0,0,0,0,0
-28.0839646222809,-14.0935651945425,18.7363645438439,9.74846879538124,-10.7581378866595,10.5009826229035,0,0,0,0,0,0
-29.0351134112692,-14.647684707232,18.6822987289344,9.82380026190229,-10.5464969646945,10.6648442377257,0,0,0,0,0,0
