flexion_mean,valgus_mean,internal_mean,medial_mean,posterior_mean,superior_mean,flexion_std,valgus_std,internal_std,medial_std,posterior_std,superior_std
0.331677976145763,-0.519276737088783,-2.84353595096282,-3.44684902546796,3.53565983068143,-0.358865116391052,0,0,0,0,0,0
-0.660381403610334,-0.4663217693891,-2.81093569031998,-3.40043904777511,3.50723102128296,-0.435208814214322,0,0,0,0,0,0
-1.65466554837821,-0.422382136564924,-2.84165552372334,-3.41566031845389,3.51103667910489,-0.520060575236272,0,0,0,0,0,0
-2.64730311592764,-0.379891710447657,-2.87421810953104,-3.4335556987666,3.53656087786643,-0.615782481891567,0,0,0,0,0,0
-3.64194779808087,-0.322712655855971,-2.92516141400414,-3.46465817623533,3.53974167190383,-0.693764541795394,0,0,0,0,0,0
-4.64036833188116,-0.257488624027784,-2.9896395456549,-3.51628785114123,3.53138142458892,-0.767177236270105,0,0,0,0,0,0
-5.63395190344212,-0.180450999283269,-3.06465742100124,-3.56326225820297,3.50355210503639,-0.827873890425517,0,0,0,0,0,0
-6.62763973282049,-0.0938026682786094,-3.17263235460379,-3.6305907055018,3.46398111674303,-0.890122695038897,0,0,0,0,0,0
-7.62253195966982,-0.00213592572091387,-3.28901912162688,-3.69215626951179,3.40615998657567,-0.953022458551928,0,0,0,0,0,0
-8.6146891271618,0.0978323894865961,-3.42383063827978,-3.76364469280778,3.32509887918574,-1.00700751620327,0,0,0,0,0,0
-9.60528004535752,0.195648413376646,-3.54996252677672,-3.8241077294915,3.24046815783052,-1.06128497010995,0,0,0,0,0,0
-10.5946765048223,0.305153154500505,-3.67439932715689,-3.88274236842972,3.17101028099094,-1.10381657699769,0,0,0,0,0,0
-11.5820175148113,0.41611019616794,-3.78114820359793,-3.94517518837936,3.09768851272499,-1.14419984371703,0,0,0,0,0,0
-12.5670927949776,0.535138532585096,-3.88622826196474,-3.98680299002828,3.04883043604856,-1.16186786494125,0,0,0,0,0,0
-13.5541602870637,0.657540428709688,-3.99113005703677,-4.03167328702258,2.99678172683263,-1.17558497944782,0,0,0,0,0,0
-14.5344646852241,0.766548097957398,-4.06264113469863,-4.0807976345339,2.93724720457874,-1.2084043547975,0,0,0,0,0,0
-15.5153707801403,0.881524102335778,-4.15557084880385,-4.12219091109754,2.87767067792697,-1.24939675315301,0,0,0,0,0,0
-16.4930274331468,1.00327168498475,-4.23948352166781,-4.18528956975561,2.8004861442769,-1.30047607314549,0,0,0,0,0,0
-17.4691721141828,1.12296201035443,-4.30686677573672,-4.21387562283094,2.72766181663804,-1.33459238692635,0,0,0,0,0,0
-18.4447274570389,1.25306540727039,-4.37634753773604,-4.25324675744324,2.64925896097928,-1.37098402084498,0,0,0,0,0,0
-19.4206543111536,1.37870371590927,-4.44044470231201,-4.26742718856329,2.58248299342668,-1.43307495033034,0,0,0,0,0,0
-20.3912555291332,1.49467586252467,-4.48407653988536,-4.29254181237907,2.50521170312705,-1.47685766463384,0,0,0,0,0,0
-21.3589424468624,1.60196237582553,-4.50838389927838,-4.28914582493561,2.43601186773368,-1.52510040701679,0,0,0,0,0,0
-22.3241301056119,1.71583405857178,-4.52122452816102,-4.29598951025412,2.36594621196477,-1.53707414806275,0,0,0,0,0,0
-23.2906626145452,1.81774451924532,-4.52033439028933,-4.28333168666529,2.33218354956589,-1.56813442442953,0,0,0,0,0,0
-24.2563323002509,1.9337608687643,-4.54354110663966,-4.29665414102584,2.26294202249894,-1.61186458069982,0,0,0,0,0,0
-25.2222552997932,2.05200466989794,-4.56068993908933,-4.31264663911482,2.17351627537581,-1.65033945093853,0,0,0,0,0,0
