flexion_mean,valgus_mean,internal_mean,medial_mean,posterior_mean,superior_mean,flexion_std,valgus_std,internal_std,medial_std,posterior_std,superior_std
0.247937019446349,-0.0325331912178735,3.15610316639917,1.54531967593145,-3.15455801580897,0.726760260495234,0,0,0,0,0,0
-0.745787115520228,-0.0750647349097992,3.31531509315165,1.70802758273408,-3.16262304029321,0.846480512806712,0,0,0,0,0,0
-1.73449560965315,-0.167432643076376,3.56567265649804,1.85072257249864,-3.26202612128772,0.950643885208117,0,0,0,0,0,0
-2.72616085159225,-0.283769326663454,3.93512607066709,2.05154909901447,-3.39369905773887,1.0693384597346,0,0,0,0,0,0
-3.71715869406406,-0.422906155104656,4.35994241433749,2.2939037337903,-3.58104206762695,1.20464217033121,0,0,0,0,0,0
-4.70690078223427,-0.606282864246151,4.86213777500296,2.56362644975122,-3.76049761922473,1.337771481379,0,0,0,0,0,0
-5.69818219488749,-0.808328976870101,5.36213481431421,2.83772253350705,-3.98596845944352,1.49343445160695,0,0,0,0,0,0
-6.68955277997255,-1.0503002812463,5.91102942442967,3.13058974201908,-4.1940405459739,1.65387141619104,0,0,0,0,0,0
-7.68139909818005,-1.31151316253221,6.4630963055839,3.42554911368792,-4.44341174862944,1.83080048031165,0,0,0,0,0,0
-8.67335450290202,-1.60470711319788,7.03790247186106,3.73259728718544,-4.68076664418576,2.02245623290865,0,0,0,0,0,0
-9.66320393493891,-1.92229777735689,7.61910489763426,4.05312067365148,-4.9364822584273,2.23112748391021,0,0,0,0,0,0
-10.6498145058232,-2.26883860214995,8.22163551710221,4.36965412865075,-5.19979690513304,2.4292914014957,0,0,0,0,0,0
-11.6386030123911,-2.63681980287388,8.82961135730582,4.68586177822776,-5.43679745617438,2.65658657117606,0,0,0,0,0,0
-12.6241801000339,-3.02357758944552,9.40144638777927,5.01093721998539,-5.6680693447449,2.90701956468887,0,0,0,0,0,0
-13.6090099917446,-3.44933468047642,9.98778531252092,5.31570037110811,-5.84750758298111,3.14121584436648,0,0,0,0,0,0
-14.5930665096687,-3.88044369795094,10.5115452891449,5.60391436830082,-6.07272332920066,3.4131994609823,0,0,0,0,0,0
-15.5751817571758,-4.33956036963048,11.031154854018,5.88033005708821,-6.2764262264055,3.67488975376609,0,0,0,0,0,0
-16.5584050849544,-4.8137821565691,11.5258623184273,6.1501320102656,-6.48226874792313,3.94849311524751,0,0,0,0,0,0
-17.5365455394034,-5.30549645745937,11.9991552526817,6.40634196929568,-6.6533641959745,4.22113606377519,0,0,0,0,0,0
-18.5163541444528,-5.80962769136795,12.44102275673,6.65154742397347,-6.78045482003781,4.50132679678069,0,0,0,0,0,0
-19.4932525052793,-6.34955190462439,12.8634644891798,6.89749923306166,-6.86697401110026,4.7874697378679,0,0,0,0,0,0
-20.4686941347898,-6.87439782616798,13.2052438151509,7.07464032385351,-7.00108784732792,5.06679076324288,0,0,0,0,0,0
-21.4462872435588,-7.4534339636757,13.5847608097423,7.28718294113926,-7.14135503977471,5.38363349029914,0,0,0,0,0,0
-22.4201610962589,-7.99391442027632,13.8622026428911,7.46418975117293,-7.2578003456573,5.62361748837007,0,0,0,0,0,0
