medial_mean,posterior_mean,superior_mean,flexion_mean,valgus_mean,internal_rotation_mean,medial_std,posterior_std,superior_std,flexion_std,valgus_std,internal_rotation_std
-0.591397705326442,1.99620479724306,-0.211002397783855,5.09979761870516e-09,-0.273482463468009,-3.35608973603875,0,0,0,0,0,0
-0.635714427342743,1.94841331664516,-0.261450121684591,0.999341859703116,-0.292626527937728,-3.42915512225116,0,0,0,0,0,0
-0.645932946426813,2.00250521945023,-0.286290415818585,2.00033607333796,-0.338067950281269,-3.58673480284321,0,0,0,0,0,0
-0.653533273187848,2.04275120198928,-0.297752212738002,3.0002913277232,-0.381088179795493,-3.83171167176509,0,0,0,0,0,0
-0.643317545718711,2.06984498238602,-0.316385434022393,3.99981988935082,-0.433139500227374,-4.1334304364816,0,0,0,0,0,0
-0.651845678053422,2.08975053256504,-0.338501429557519,5.00082881821463,-0.48602970850937,-4.440715156543,0,0,0,0,0,0
-0.649284226801384,2.08398225871488,-0.367417419456047,5.99983341890421,-0.538597148474124,-4.7450550908414,0,0,0,0,0,0
-0.653807179401065,2.07687838362984,-0.394830157877728,7.00009099189427,-0.58997090579584,-5.04713149253135,0,0,0,0,0,0
-0.654938699902778,2.07078237651962,-0.4161845805218,7.99969801701271,-0.640055443503656,-5.33331126845028,0,0,0,0,0,0
-0.643044498982098,2.07037949334243,-0.428995562543409,8.99891388491489,-0.688727514703818,-5.58631812690749,0,0,0,0,0,0
-0.633513485154897,2.04692200934951,-0.439319579947649,9.99965479404393,-0.737568343978216,-5.82867902164464,0,0,0,0,0,0
-0.63464519905105,2.04344621507189,-0.444312137948587,11.0004326501368,-0.783875356647134,-6.03932016225489,0,0,0,0,0,0
-0.619840870489955,2.03241364355606,-0.432842883905258,12.0014492826563,-0.822735209716334,-6.22266694083817,0,0,0,0,0,0
-0.625061553155702,2.00296087677253,-0.437790839212636,12.9992947556981,-0.860735431274928,-6.40333863448085,0,0,0,0,0,0
-0.628502195984658,1.98156981967541,-0.459545975111082,13.9998170456892,-0.893819643210671,-6.5384293978944,0,0,0,0,0,0
-0.632283400116047,1.9502111785056,-0.475297419547842,15.0008946229978,-0.9260926349015,-6.64015883513922,0,0,0,0,0,0
-0.645406576795259,1.95376540980645,-0.47888653267483,15.9990476159895,-0.961980355515418,-6.72379473145436,0,0,0,0,0,0
-0.649143773802373,1.92438335890548,-0.48320833639059,16.9988881317635,-0.990478342146335,-6.79684614907105,0,0,0,0,0,0
-0.651394650380841,1.92788975272664,-0.494914518872189,17.9992405342872,-1.01967375718549,-6.87801670709592,0,0,0,0,0,0
-0.660374058088138,1.90437855253016,-0.511376053440892,18.9988717685894,-1.04915322747024,-6.95024873942852,0,0,0,0,0,0
-0.665011069035782,1.86278370591682,-0.519765309738003,20.0008826915511,-1.08034269608644,-7.02312493468298,0,0,0,0,0,0
-0.678725195604918,1.83573606064907,-0.520815518890732,21.0004589037618,-1.10672638072885,-7.07944047205273,0,0,0,0,0,0
-0.677622043904524,1.81329093348245,-0.512645831049696,21.9984281791604,-1.12922795525821,-7.14577018047855,0,0,0,0,0,0
-0.684829271354646,1.79032615411724,-0.522979615794159,22.9990365857526,-1.14835256978125,-7.19373525811647,0,0,0,0,0,0
-0.684427823732327,1.74079048365207,-0.537433075375366,23.9996735419259,-1.16894166213271,-7.24751948254893,0,0,0,0,0,0
-0.683671418284185,1.75788757268651,-0.529066007569024,24.9992273467801,-1.1891385353988,-7.27070635062466,0,0,0,0,0,0
-0.67778028289939,1.75394091928239,-0.520937068089801,25.999433033413,-1.20408010232699,-7.29516447324339,0,0,0,0,0,0
-0.683396549344697,1.75571634668843,-0.522467234026146,27.0012673145972,-1.21816687620571,-7.30493599309672,0,0,0,0,0,0
-0.671115893714286,1.73760550777049,-0.519275270072616,28.0007517592647,-1.22836112330599,-7.31527339969553,0,0,0,0,0,0
-0.667291865644873,1.71579827470649,-0.517408479452627,28.9999778489724,-1.23895375764557,-7.32034469221841,0,0,0,0,0,0
-0.668364587559203,1.70682442368204,-0.516285282400062,29.9990204133724,-1.2465947271329,-7.32298234864865,0,0,0,0,0,0
-0.661091210330207,1.66640040281121,-0.519530293940123,31.000376654797,-1.25564671871811,-7.32988568266634,0,0,0,0,0,0
-0.655643557175265,1.67882033099389,-0.510639277757273,31.9999370236131,-1.26003240054938,-7.32416304565891,0,0,0,0,0,0
-0.653545732556818,1.66014403520187,-0.511019553173773,33.0004869956062,-1.26598182958296,-7.31700094063539,0,0,0,0,0,0
-0.649848476035241,1.6429276889877,-0.515470650940006,33.9988536096438,-1.26972984208291,-7.30645257108824,0,0,0,0,0,0
-0.645684245753899,1.62277697733452,-0.511841031580695,34.9980603182251,-1.27348067903948,-7.29451022591042,0,0,0,0,0,0
-0.64430638569075,1.61838525388022,-0.506421458307994,35.9992070113223,-1.27546699909274,-7.28540321667458,0,0,0,0,0,0
-0.641734584938198,1.61925169314593,-0.507657583825914,37.0006472226856,-1.27590273992396,-7.25346657009639,0,0,0,0,0,0
-0.662663958949776,1.61821120254316,-0.500124202938633,38.0002027690913,-1.29793757433173,-7.14275521648837,0,0,0,0,0,0
-0.653622840958622,1.61798373540916,-0.494231978643875,39.0016657152687,-1.30451706701824,-7.11812697960893,0,0,0,0,0,0
-0.627090618241013,1.58588352625967,-0.495905054212789,40.0010777675192,-1.30554205835425,-7.12249244128511,0,0,0,0,0,0
-0.59954384086323,1.6164530481463,-0.486883109961038,41.0010481316681,-1.30530958416098,-7.11715537105309,0,0,0,0,0,0
-0.582286519839123,1.62536457130596,-0.489630849223016,42.0007287016287,-1.30646144012578,-7.09987472430037,0,0,0,0,0,0
-0.580414424997514,1.62147695059413,-0.487700402568549,42.9990879253058,-1.31001544484124,-7.08008416313243,0,0,0,0,0,0
-0.572272842851163,1.61021523169936,-0.475679967868686,44.0003122656619,-1.31234972503573,-7.06058060473327,0,0,0,0,0,0
-0.563927701805903,1.61053043477854,-0.47186407795905,44.9991871969464,-1.31238123242464,-7.03384578717178,0,0,0,0,0,0
-0.577506254989505,1.58877913951762,-0.46933808882953,46.0012200930931,-1.30767038626772,-7.02011227299758,0,0,0,0,0,0
-0.575008795852928,1.56513361601813,-0.464232316654138,47.0018061831159,-1.3015256014322,-7.01118659495161,0,0,0,0,0,0
-0.584706074528324,1.54016155122087,-0.45142897257919,48.0001319579917,-1.30052350488553,-6.97202724158674,0,0,0,0,0,0
-0.584262122869969,1.53651922324673,-0.44402397038909,49.0006004419081,-1.29952468214304,-6.93831681635465,0,0,0,0,0,0
