medial,posterior,superior,flexion,valgus,internal_rotation
-0.660276821114818,4.71318468012424,0.144600530497498,-1.11184781853504e-08,0.349737421286304,-2.82189164554414
-0.668512593358036,4.72215238449638,0.130384165155483,1.00127478099067,0.355339589861718,-2.84721958851768
-0.657705451912398,4.75042388231911,0.103821167886095,2.00006825621782,0.340054190551184,-2.90152284519609
-0.649546956911269,4.75847840992525,0.0799395833795223,3.00028911765919,0.320512548969081,-2.99131276815677
-0.631785148807169,4.80981418242247,0.053855592469408,3.99925261570882,0.300030241083992,-3.12859970223383
-0.608845845108047,4.81200447619374,0.0442318410621181,5.00031269373986,0.279476141143617,-3.27929126225539
-0.591469645643307,4.84399630921594,0.0275135253912362,5.99876319302913,0.25696259378045,-3.46132750779189
-0.562731831298969,4.85610901700363,0.0111585010515682,6.99837526355168,0.233877950454968,-3.68820707583779
-0.520207529992522,4.85061727403534,-0.00482364276387681,8.00056742609192,0.207274595532126,-3.90738833077004
-0.484863263742175,4.85905855180539,-0.0163036658174303,8.99967238819275,0.181949836994378,-4.12781213861033
-0.428369187418501,4.87165405274556,-0.0310652058337095,9.99929522607011,0.15961588530822,-4.38345368706387
-0.383981894134705,4.86717060278957,-0.0508642670917239,11.0013062276021,0.129394387332006,-4.66261055178875
-0.334205074192663,4.88851931922864,-0.0592901671436505,12.000472010436,0.100906715414141,-4.95684913103755
-0.267296944531805,4.89721978173758,-0.066066856587065,12.9994811694549,0.0754014072370756,-5.28582885921079
-0.215955024129282,4.92088696885188,-0.0857595470837165,13.9990219525301,0.0447469081030046,-5.62852711684601
-0.163928717903708,4.93214957240348,-0.109739284423826,15.0011353374895,0.0110796734716444,-5.99227718346942
-0.0713585299514445,4.94871744996416,-0.10383736242674,16.0011299835872,-0.0181107677914589,-6.31763558029205
0.00781370668214221,4.94623523210832,-0.132832536504605,17.0002706975422,-0.0435277391267028,-6.69994192998497
0.0880007910647176,4.94700450885754,-0.161768490487459,18.0000542962804,-0.0753897904901375,-7.10745435714951
0.188204348941292,4.97164559042506,-0.143008559856288,19.0005228487249,-0.106609047539496,-7.49947457069104
0.265648418668925,5.00847699859309,-0.176043567536052,19.9999373640035,-0.139181392782525,-7.91774907199484
